species,Pioneering,Expansion, Stability,Unfilling ,Abandonment ,sum,Pioneering,Expansion, Stability,Unfilling ,Abandonment 
Pareronia_hippia_category_quantity,0.151782915,3.836686925,35.19597891,3.453683641,4.2376484,46.87578079,0.323798159,8.184795774,75.08350435,7.367735711,9.040166006
Pelopidas_mathias_category_quantity,0.306348298,4.737880638,33.80842733,1.677841263,2.401896614,42.93239414,0.713559782,11.03567768,78.74805961,3.908100856,5.594602076
Phaedyma_columella_category_quantity,1.67429817,17.28532625,21.9189577,2.45440109,22.51801777,65.85100098,2.542555383,26.24914731,33.28568643,3.72720392,34.19540696
Phalanta_phalantha_category_quantity,0.410431643,2.08409226,30.09277887,8.871029174,1.093167092,42.55149904,0.964552724,4.89781161,70.7208431,20.84774773,2.569044844
Pieris_canidia_category_quantity,0.233414149,1.835968842,29.12818594,5.478347745,0.239112035,36.91502871,0.632301144,4.973499699,78.90603626,14.84042661,0.647736283
Pieris_rapae_category_quantity,0,8.784111355,7.862620247,1.209008595,5.978838066,23.83457826,0,36.85448619,32.98829189,5.072498375,25.08472355
Polygonia_c-aureum_category_quantity,0,6.237413356,3.135046056,0.615947767,4.181485911,14.16989309,0,44.01877499,22.12469802,4.3468766,29.50965039
Polytremis_lubricans_category_quantity,0.020714578,6.122799714,24.32514934,21.97477956,8.127899039,60.57134223,0.034198645,10.10841016,40.15950191,36.27916891,13.41872037
Polyura_athamas_category_quantity,1.41999801,2.181673732,77.65047281,10.83575236,2.339573544,94.42747046,1.503797574,2.310422721,82.23292696,11.47521194,2.47764081
Potanthus_omaha_category_quantity,0.535423455,3.814596276,17.21390471,0.576281389,13.49502885,35.63523468,1.502511376,10.70456336,48.30585477,1.617167374,37.86990312
Prosotas_dubiosa_category_quantity,1.035474683,2.344553704,48.47393449,10.26292614,1.565416232,63.68230525,1.626000628,3.681640755,76.11837276,16.11582071,2.458165146
Prosotas_nora_category_quantity,2.556754962,1.170182679,115.6417475,40.11397187,0.903985966,160.386643,1.594119631,0.72960108,72.10185671,25.01079337,0.563629208
Pseudocoladenia_dan_category_quantity,1.982326878,6.665961463,83.70075336,22.58385072,0.857998368,115.7908908,1.711988624,5.756896262,72.28612958,19.50399601,0.740989522
Pseudozizeeria_maha_category_quantity,0.106333966,6.092256915,24.31658847,2.090777641,0.233384377,32.83934137,0.323800544,18.5517025,74.04712597,6.36668567,0.710685316
Rapala_manea_category_quantity,0.466376063,1.108440133,35.91189905,9.279433824,2.250461829,49.0166109,0.951465339,2.261356125,73.2647533,18.93120241,4.591222828
Rathinda_amor_category_quantity,2.99804949,4.63397318,53.11018065,24.96335799,17.77809981,103.4836611,2.897123524,4.477975682,51.32228612,24.12299461,17.17962007
Remelana_jangala_category_quantity,0.037779655,7.788870298,22.73947396,16.73328214,5.794837929,53.09424398,0.071155839,14.66989586,42.82851069,31.51618873,10.91424888
Spalgis_epius_category_quantity,2.046099567,3.688043479,85.48923065,13.01979962,1.649775792,105.8929491,1.932234001,3.482803633,80.73174972,12.29524697,1.557965668
Suastus_gremius_category_quantity,1.233111202,7.413647553,38.92339063,5.735386694,2.564598272,55.87013435,2.207102625,13.26942854,69.66761595,10.26556811,4.590284777
Symbrenthia_hypselis_category_quantity,0.070705761,1.992086891,30.35517192,12.71162942,0.412497798,45.54209179,0.155253653,4.374166431,66.65300325,27.91182601,0.905750662
Tagiades_japetus_category_quantity,2.327286469,1.905430278,71.70248458,19.82445203,1.98474414,97.7443975,2.380992188,1.949401016,73.35712984,20.28193179,2.030545168
Tagiades_litigiosa_category_quantity,1.238168405,18.59236287,64.27749582,40.40392325,3.565631246,128.0775816,0.966733123,14.51648496,50.18637534,31.54644454,2.783962034
Tajuria_cippus_category_quantity,1.100495317,5.809824964,62.49177185,9.716137684,10.87406124,89.99229106,1.22287732,6.455914052,69.44125004,10.79663332,12.08332526
Talicada_nyseus_category_quantity,1.693251442,0.924846955,49.80726558,5.520865448,1.198167262,59.14439669,2.862911006,1.563710185,84.2129912,9.334553664,2.025833941
Tanaecia_iapis_category_quantity,0.020478614,11.32741969,7.303211518,1.258307326,13.28940222,33.19881937,0.061684766,34.11994735,21.99840734,3.790217092,40.02974345
Tanaecia_lepidea_category_quantity,0.833484268,12.54566529,52.1275732,18.99497042,0.788163812,85.28985699,0.977237268,14.7094458,61.11813883,22.27107782,0.924100286
Tanaecia_pelea_category_quantity,0.026104626,12.03017203,8.610256556,1.730517743,13.56476141,35.96181237,0.072589851,33.45263,23.94277705,4.812098249,37.71990486
Telicota_bambusae_category_quantity,2.176249518,0.92527348,65.84780722,26.08079882,1.755960353,96.78608939,2.248514773,0.955998414,68.03437109,26.94684637,1.814269348
Tirumala_limniace_category_quantity,0.826462681,2.553464368,42.76122436,12.485561,2.419292329,61.04600474,1.353835824,4.182852554,70.04753963,20.45270784,3.96306415
Tirumala_septentrionis_category_quantity,3.182880909,1.011218827,57.65153048,12.34677905,1.23661615,75.42902542,4.21970308,1.340622952,76.43149326,16.36873734,1.639443362
Troides_helena_category_quantity,0.906105522,8.129673276,47.52729727,20.9613699,4.944970612,82.46941658,1.098717027,9.857803793,57.63020916,25.41714343,5.996126585
Udaspes_folus_category_quantity,0.339609328,4.547328781,32.24194074,10.62940984,6.528079235,54.28636792,0.625588598,8.376557421,59.39233361,19.58025605,12.02526432
Vanessa_canace_category_quantity,0.010358061,5.550170609,21.23247695,2.193780956,0.876232493,29.86301907,0.034685244,18.58543035,71.09956599,7.346145917,2.934172499
Vanessa_cardui_category_quantity,0.166943045,1.235524823,34.82066424,3.371710206,2.228071698,41.82291401,0.399166459,2.954181582,83.25738429,8.061872984,5.327394685
Vanessa_indica_category_quantity,2.20E-05,3.332015627,20.20412178,3.009639969,1.943953162,28.48975254,7.72207E-05,11.69548813,70.91715435,10.56393861,6.823341689
Vindula_erota_category_quantity,1.794060229,2.380895826,68.58215766,11.6560129,0.898999644,85.31212626,2.102936954,2.790805868,80.38969449,13.6627856,1.053777093
Ypthima_baldus_category_quantity,1.32282671,11.35766231,64.40394074,30.86558434,7.681128306,115.6311424,1.14400557,9.822321283,55.69774664,26.6931414,6.642785106
Ypthima_huebneri_category_quantity,1.958598094,1.481115262,63.91444785,8.233384092,3.154937309,78.74248261,2.48734613,1.88096084,81.16895192,10.45608904,4.00665207
Ypthima_multistriata_category_quantity,0.024766311,20.74608039,44.90531756,10.92371416,3.526384112,80.12626253,0.030909105,25.89173604,56.043195,13.63312579,4.401034069
Zeltus_amasa_category_quantity,0.527713573,7.798706282,55.43511466,16.40700661,0.925666092,81.09420722,0.650741392,9.616847553,68.35890819,20.23203281,1.141470055
Zemeros_flegyas_category_quantity,0.185222323,3.386385087,28.28116587,8.631025503,1.530678908,42.01447769,0.440853566,8.060043283,67.31290599,20.54297941,3.643217748
Zizeeria_karsandra_category_quantity,0.525804896,4.311411808,31.9375379,5.136341253,3.320024276,45.23112013,1.162484799,9.53195896,70.60965505,11.35576841,7.340132781
Zizina_otis_category_quantity,1.237587019,3.447532377,63.10536567,8.064909297,2.433611402,78.28900577,1.580792867,4.403597087,80.60565472,10.30145832,3.108497008
Zizula_hylax_category_quantity,0.583472462,3.416076353,30.51288003,4.4052084,2.19644745,41.1140847,1.419154692,8.308773936,74.21515098,10.71459679,5.342323601
,0.952831747,6.538584266,44.30752311,12.87976118,4.285885792,68.96458609,1.146667475,12.15011848,62.88668818,15.79755621,8.018969659
