model,threshold,thr_value,n_presences,n_absences,TPR_mean,TPR_sd,TNR_mean,TNR_sd,SORENSEN_mean,SORENSEN_sd,JACCARD_mean,JACCARD_sd,FPB_mean,FPB_sd,OR_mean,OR_sd,TSS_mean,TSS_sd,AUC_mean,AUC_sd,BOYCE_mean,BOYCE_sd,IMAE_mean,IMAE_sd
max,max_fpb,0.75728018,177,10000,0.625583367,0.040277836,0.9966,0.001516575,0.690014843,0.025561169,0.527198446,0.029700898,1.054396891,0.059401796,0.374416633,0.040277836,0.622183367,0.039487436,0.959588115,0.004459662,0.970794149,0.01638084,0.953705315,0.002090588
max,max_jaccard,0.75728018,177,10000,0.625583367,0.040277836,0.9966,0.001516575,0.690014843,0.025561169,0.527198446,0.029700898,1.054396891,0.059401796,0.374416633,0.040277836,0.622183367,0.039487436,0.959588115,0.004459662,0.970794149,0.01638084,0.953705315,0.002090588
max,max_sens_spec,0.07046177,177,10000,0.933197889,0.027289575,0.8488,0.020729206,0.180285034,0.031858517,0.099348344,0.019643732,0.198696688,0.039287464,0.066802111,0.027289575,0.781997889,0.023249945,0.959588115,0.004459662,0.970794149,0.01638084,0.953705315,0.002090588
max,max_sorensen,0.75728018,177,10000,0.625583367,0.040277836,0.9966,0.001516575,0.690014843,0.025561169,0.527198446,0.029700898,1.054396891,0.059401796,0.374416633,0.040277836,0.622183367,0.039487436,0.959588115,0.004459662,0.970794149,0.01638084,0.953705315,0.002090588
max,sensitivity,0.10121685,177,10000,0.881366059,0.004751819,0.8577,0.017859171,0.179569129,0.030777724,0.098896165,0.018866742,0.19779233,0.037733483,0.118633941,0.004751819,0.739066059,0.016972438,0.959588115,0.004459662,0.970794149,0.01638084,0.953705315,0.002090588
max,equal_sens_spec,0.1439909,177,10000,0.939488784,0.016835487,0.9406,0.015043271,0.358643025,0.03982101,0.219073425,0.029343425,0.438146849,0.05868685,0.060511216,0.016835487,0.880088784,0.031760717,0.986001174,0.00559622,0.953746589,0.023496824,0.972236658,0.001025236
max,lpt,0.00321311,177,10000,1,0,0.8905,0.048897853,0.258151388,0.059313463,0.149257993,0.038661491,0.298515986,0.077322982,0,0,0.8905,0.048897853,0.986001174,0.00559622,0.953746589,0.023496824,0.972236658,0.001025236
max,max_fpb,0.52368105,177,10000,0.675131342,0.080390723,0.9981,7.42E-04,0.755605764,0.05533403,0.609874622,0.075001857,1.219749243,0.150003715,0.324868658,0.080390723,0.673231342,0.08030851,0.986001174,0.00559622,0.953746589,0.023496824,0.972236658,0.001025236
max,max_jaccard,0.52368105,177,10000,0.675131342,0.080390723,0.9981,7.42E-04,0.755605764,0.05533403,0.609874622,0.075001857,1.219749243,0.150003715,0.324868658,0.080390723,0.673231342,0.08030851,0.986001174,0.00559622,0.953746589,0.023496824,0.972236658,0.001025236
max,max_sens_spec,0.08527021,177,10000,0.989466389,0.014432062,0.923,0.015390744,0.314498918,0.052543814,0.187513027,0.036990177,0.375026053,0.073980354,0.010533611,0.014432062,0.912466389,0.012504054,0.986001174,0.00559622,0.953746589,0.023496824,0.972236658,0.001025236
max,max_sorensen,0.52368105,177,10000,0.675131342,0.080390723,0.9981,7.42E-04,0.755605764,0.05533403,0.609874622,0.075001857,1.219749243,0.150003715,0.324868658,0.080390723,0.673231342,0.08030851,0.986001174,0.00559622,0.953746589,0.023496824,0.972236658,0.001025236
max,sensitivity,0.18169424,177,10000,0.891760295,0.006860284,0.9485,0.020493902,0.385218446,0.089586483,0.241730854,0.071549706,0.483461709,0.143099412,0.108239705,0.006860284,0.840260295,0.018690049,0.986001174,0.00559622,0.953746589,0.023496824,0.972236658,0.001025236
max,equal_sens_spec,0.2335204,182,10000,0.853628881,0.044372342,0.8502,0.036806249,0.1787101,0.065584899,0.099299529,0.040862493,0.198599059,0.081724987,0.146371119,0.044372342,0.703828881,0.08050714,0.941020285,0.01702343,0.911168178,0.061165335,0.90150259,0.005637394
max,lpt,0.01130814,182,10000,1,0,0.6759,0.140555772,0.114579264,0.052625687,0.061446771,0.030260084,0.122893541,0.060520168,0,0,0.6759,0.140555772,0.941020285,0.01702343,0.911168178,0.061165335,0.90150259,0.005637394
max,max_fpb,0.94249817,182,10000,0.370461982,0.051605497,0.9957,0.00148324,0.460826831,0.058745855,0.300897598,0.049109235,0.601795196,0.09821847,0.629538018,0.051605497,0.366161982,0.051538517,0.941020285,0.01702343,0.911168178,0.061165335,0.90150259,0.005637394
max,max_jaccard,0.94249817,182,10000,0.370461982,0.051605497,0.9957,0.00148324,0.460826831,0.058745855,0.300897598,0.049109235,0.601795196,0.09821847,0.629538018,0.051605497,0.366161982,0.051538517,0.941020285,0.01702343,0.911168178,0.061165335,0.90150259,0.005637394
max,max_sens_spec,0.14177751,182,10000,0.959187294,0.021642686,0.8054,0.058591168,0.164744849,0.072303752,0.091191371,0.045206212,0.182382741,0.090412424,0.040812706,0.021642686,0.764587294,0.066179465,0.941020285,0.01702343,0.911168178,0.061165335,0.90150259,0.005637394
max,max_sorensen,0.94249817,182,10000,0.370461982,0.051605497,0.9957,0.00148324,0.460826831,0.058745855,0.300897598,0.049109235,0.601795196,0.09821847,0.629538018,0.051605497,0.366161982,0.051538517,0.941020285,0.01702343,0.911168178,0.061165335,0.90150259,0.005637394
max,sensitivity,0.17122285,182,10000,0.883484032,0.014232786,0.8196,0.051314472,0.160850164,0.064809288,0.088587537,0.04003764,0.177175073,0.08007528,0.116515968,0.014232786,0.703084032,0.048492817,0.941020285,0.01702343,0.911168178,0.061165335,0.90150259,0.005637394
max,equal_sens_spec,0.23232555,185,10000,0.8700113,0.00875297,0.8648,0.009634573,0.190209436,0.024492979,0.105262923,0.015025237,0.210525846,0.030050474,0.1299887,0.00875297,0.7348113,0.017436327,0.944017347,0.009004601,0.929418957,0.051469305,0.91869012,0.002545966
max,lpt,0.02193105,185,10000,1,0,0.7449,0.051962005,0.128489379,0.013432345,0.06869932,0.007642996,0.13739864,0.015285993,0,0,0.7449,0.051962005,0.944017347,0.009004601,0.929418957,0.051469305,0.91869012,0.002545966
max,max_fpb,0.80656012,185,10000,0.390997622,0.106070595,0.9966,0.001140175,0.492711774,0.106153695,0.332299711,0.096287696,0.664599422,0.192575392,0.609002378,0.106070595,0.387597622,0.106209576,0.944017347,0.009004601,0.929418957,0.051469305,0.91869012,0.002545966
max,max_jaccard,0.80656012,185,10000,0.390997622,0.106070595,0.9966,0.001140175,0.492711774,0.106153695,0.332299711,0.096287696,0.664599422,0.192575392,0.609002378,0.106070595,0.387597622,0.106209576,0.944017347,0.009004601,0.929418957,0.051469305,0.91869012,0.002545966
max,max_sens_spec,0.17775474,185,10000,0.965487805,0.047926209,0.8136,0.049093533,0.16689166,0.043052346,0.091528677,0.025850526,0.183057354,0.051701053,0.034512195,0.047926209,0.779087805,0.013837873,0.944017347,0.009004601,0.929418957,0.051469305,0.91869012,0.002545966
max,max_sorensen,0.80656012,185,10000,0.390997622,0.106070595,0.9966,0.001140175,0.492711774,0.106153695,0.332299711,0.096287696,0.664599422,0.192575392,0.609002378,0.106070595,0.387597622,0.106209576,0.944017347,0.009004601,0.929418957,0.051469305,0.91869012,0.002545966
max,sensitivity,0.20329482,185,10000,0.886130992,0.010184941,0.8484,0.019721182,0.177644789,0.029418239,0.097710892,0.017811069,0.195421785,0.035622138,0.113869008,0.010184941,0.734530992,0.020406941,0.944017347,0.009004601,0.929418957,0.051469305,0.91869012,0.002545966
max,equal_sens_spec,0.15897657,187,10000,0.876709957,0.019432571,0.8794,0.01842349,0.212676519,0.036001756,0.119361302,0.022943315,0.238722604,0.04588663,0.123290043,0.019432571,0.756109957,0.037502511,0.953461907,0.012939065,0.950551182,0.024734853,0.939337683,0.006541521
max,lpt,0.00373926,187,10000,1,0,0.6654,0.119596405,0.107795385,0.031846298,0.057206995,0.017740172,0.114413991,0.035480344,0,0,0.6654,0.119596405,0.953461907,0.012939065,0.950551182,0.024734853,0.939337683,0.006541521
max,max_fpb,0.79228448,187,10000,0.555497835,0.065575995,0.9951,0.005248809,0.61203277,0.066726436,0.443506494,0.066337666,0.887012987,0.132675331,0.444502165,0.065575995,0.550597835,0.061740022,0.953461907,0.012939065,0.950551182,0.024734853,0.939337683,0.006541521
max,max_jaccard,0.79228448,187,10000,0.555497835,0.065575995,0.9951,0.005248809,0.61203277,0.066726436,0.443506494,0.066337666,0.887012987,0.132675331,0.444502165,0.065575995,0.550597835,0.061740022,0.953461907,0.012939065,0.950551182,0.024734853,0.939337683,0.006541521
max,max_sens_spec,0.18564224,187,10000,0.922581169,0.035360906,0.8613,0.032832149,0.203115471,0.046416907,0.113637039,0.02901642,0.227274079,0.058032839,0.077418831,0.035360906,0.783881169,0.040821394,0.953461907,0.012939065,0.950551182,0.024734853,0.939337683,0.006541521
max,max_sorensen,0.79228448,187,10000,0.555497835,0.065575995,0.9951,0.005248809,0.61203277,0.066726436,0.443506494,0.066337666,0.887012987,0.132675331,0.444502165,0.065575995,0.550597835,0.061740022,0.953461907,0.012939065,0.950551182,0.024734853,0.939337683,0.006541521
max,sensitivity,0.15338479,187,10000,0.886948052,0.01210371,0.8616,0.048025254,0.199369862,0.045239167,0.111287004,0.028106841,0.222574007,0.056213682,0.113051948,0.01210371,0.748548052,0.039563261,0.953461907,0.012939065,0.950551182,0.024734853,0.939337683,0.006541521
max,equal_sens_spec,0.15352735,189,10000,0.871924071,0.045498793,0.8674,0.043090602,0.206559419,0.052755185,0.115921007,0.031705912,0.231842014,0.063411823,0.128075929,0.045498793,0.739324071,0.088505814,0.949713526,0.024762875,0.946523981,0.027417111,0.935399836,0.004079335
max,lpt,0.01610671,189,10000,1,0,0.656,0.116169596,0.111618523,0.053873467,0.059817295,0.031080806,0.11963459,0.062161612,0,0,0.656,0.116169596,0.949713526,0.024762875,0.946523981,0.027417111,0.935399836,0.004079335
max,max_fpb,0.83314478,189,10000,0.567163605,0.094928625,0.9931,0.005176872,0.593741784,0.098889686,0.42775659,0.098697024,0.855513179,0.197394049,0.432836395,0.094928625,0.560263605,0.093639503,0.949713526,0.024762875,0.946523981,0.027417111,0.935399836,0.004079335
max,max_jaccard,0.83314478,189,10000,0.567163605,0.094928625,0.9931,0.005176872,0.593741784,0.098889686,0.42775659,0.098697024,0.855513179,0.197394049,0.432836395,0.094928625,0.560263605,0.093639503,0.949713526,0.024762875,0.946523981,0.027417111,0.935399836,0.004079335
max,max_sens_spec,0.11630547,189,10000,0.939893852,0.036671901,0.8482,0.047923898,0.19764114,0.045500016,0.110208558,0.027317583,0.220417116,0.054635166,0.060106148,0.036671901,0.788093852,0.060382444,0.949713526,0.024762875,0.946523981,0.027417111,0.935399836,0.004079335
max,max_sorensen,0.83314478,189,10000,0.567163605,0.094928625,0.9931,0.005176872,0.593741784,0.098889686,0.42775659,0.098697024,0.855513179,0.197394049,0.432836395,0.094928625,0.560263605,0.093639503,0.949713526,0.024762875,0.946523981,0.027417111,0.935399836,0.004079335
max,sensitivity,0.1314665,189,10000,0.883688777,0.006421177,0.855,0.048480666,0.1943009,0.045062462,0.108141394,0.026907506,0.216282788,0.053815013,0.116311223,0.006421177,0.738688777,0.050186488,0.949713526,0.024762875,0.946523981,0.027417111,0.935399836,0.004079335
max,equal_sens_spec,0.47154,191,10000,0.870479367,0.014552434,0.8663,0.016177144,0.196426004,0.013417273,0.108958207,0.008215646,0.217916414,0.016431292,0.129520633,0.014552434,0.736779367,0.029959999,0.924339575,0.015153844,0.855159727,0.101241493,0.865550396,0.004020987
max,lpt,0.07249865,191,10000,1,0,0.7526,0.08119375,0.13932336,0.023755107,0.075017665,0.013695027,0.150035331,0.027390054,0,0,0.7526,0.08119375,0.924339575,0.015153844,0.855159727,0.101241493,0.865550396,0.004020987
max,max_fpb,0.82045052,191,10000,0.400264049,0.123576484,0.9617,0.021147104,0.241313274,0.032679523,0.137526457,0.021143546,0.275052913,0.042287093,0.599735951,0.123576484,0.361964049,0.104965169,0.924339575,0.015153844,0.855159727,0.101241493,0.865550396,0.004020987
max,max_jaccard,0.82045052,191,10000,0.400264049,0.123576484,0.9617,0.021147104,0.241313274,0.032679523,0.137526457,0.021143546,0.275052913,0.042287093,0.599735951,0.123576484,0.361964049,0.104965169,0.924339575,0.015153844,0.855159727,0.101241493,0.865550396,0.004020987
max,max_sens_spec,0.30556342,191,10000,0.951320937,0.042745447,0.8458,0.024063977,0.191101114,0.023687153,0.105796564,0.014468909,0.211593129,0.028937817,0.048679063,0.042745447,0.797120937,0.044149958,0.924339575,0.015153844,0.855159727,0.101241493,0.865550396,0.004020987
max,max_sorensen,0.82045052,191,10000,0.400264049,0.123576484,0.9617,0.021147104,0.241313274,0.032679523,0.137526457,0.021143546,0.275052913,0.042287093,0.599735951,0.123576484,0.361964049,0.104965169,0.924339575,0.015153844,0.855159727,0.101241493,0.865550396,0.004020987
max,sensitivity,0.42489413,191,10000,0.889580424,0.007439008,0.8481,0.028866936,0.182836467,0.022048983,0.100746242,0.013375612,0.201492485,0.026751223,0.110419576,0.007439008,0.737680424,0.021982823,0.924339575,0.015153844,0.855159727,0.101241493,0.865550396,0.004020987
max,equal_sens_spec,0.30679044,195,10000,0.806232659,0.023618631,0.8092,0.02046216,0.139400128,0.016802297,0.074993068,0.009817611,0.149986137,0.019635223,0.193767341,0.023618631,0.615432659,0.043914339,0.910144227,0.021951418,0.845166072,0.162970848,0.856540466,0.006272727
max,lpt,0.03308941,195,10000,1,0,0.6366,0.058916678,0.098347942,0.01895723,0.051801675,0.010604229,0.10360335,0.021208457,0,0,0.6366,0.058916678,0.910144227,0.021951418,0.845166072,0.162970848,0.856540466,0.006272727
max,max_fpb,0.91451054,195,10000,0.316403128,0.099305452,0.9928,0.002949576,0.368393241,0.071356221,0.227731137,0.055640386,0.455462274,0.111280772,0.683596872,0.099305452,0.309203128,0.098302167,0.910144227,0.021951418,0.845166072,0.162970848,0.856540466,0.006272727
max,max_jaccard,0.91451054,195,10000,0.316403128,0.099305452,0.9928,0.002949576,0.368393241,0.071356221,0.227731137,0.055640386,0.455462274,0.111280772,0.683596872,0.099305452,0.309203128,0.098302167,0.910144227,0.021951418,0.845166072,0.162970848,0.856540466,0.006272727
max,max_sens_spec,0.21283957,195,10000,0.951449495,0.039117454,0.7273,0.041124202,0.119718419,0.007292875,0.063683299,0.004133416,0.127366598,0.008266832,0.048550505,0.039117454,0.678749495,0.032098242,0.910144227,0.021951418,0.845166072,0.162970848,0.856540466,0.006272727
max,max_sorensen,0.91451054,195,10000,0.316403128,0.099305452,0.9928,0.002949576,0.368393241,0.071356221,0.227731137,0.055640386,0.455462274,0.111280772,0.683596872,0.099305452,0.309203128,0.098302167,0.910144227,0.021951418,0.845166072,0.162970848,0.856540466,0.006272727
max,sensitivity,0.24859311,195,10000,0.886555441,0.011806283,0.7503,0.041112042,0.121650961,0.01359954,0.064809566,0.007723354,0.129619132,0.015446708,0.113444559,0.011806283,0.636855441,0.032678676,0.910144227,0.021951418,0.845166072,0.162970848,0.856540466,0.006272727
max,equal_sens_spec,0.23571914,196,10000,0.893398714,0.012810205,0.8925,0.009300538,0.242080661,0.018491962,0.137808192,0.011831373,0.275616384,0.023662747,0.106601286,0.012810205,0.785898714,0.020980692,0.960434008,0.005814855,0.89987917,0.052573675,0.929138807,0.002409491
max,lpt,0.00640686,196,10000,1,0,0.6422,0.27273444,0.133728655,0.070753715,0.072887773,0.040643205,0.145775547,0.08128641,0,0,0.6422,0.27273444,0.960434008,0.005814855,0.89987917,0.052573675,0.929138807,0.002409491
max,max_fpb,0.78522805,196,10000,0.597367331,0.074252889,0.9892,0.005641365,0.556157399,0.035813296,0.385857318,0.033504679,0.771714636,0.067009359,0.402632669,0.074252889,0.586567331,0.069090809,0.960434008,0.005814855,0.89987917,0.052573675,0.929138807,0.002409491
max,max_jaccard,0.78522805,196,10000,0.597367331,0.074252889,0.9892,0.005641365,0.556157399,0.035813296,0.385857318,0.033504679,0.771714636,0.067009359,0.402632669,0.074252889,0.586567331,0.069090809,0.960434008,0.005814855,0.89987917,0.052573675,0.929138807,0.002409491
max,max_sens_spec,0.18492824,196,10000,0.962732919,0.037277431,0.858,0.031022169,0.212065318,0.02154425,0.118740338,0.013614958,0.237480676,0.027229916,0.037267081,0.037277431,0.820732919,0.026229882,0.960434008,0.005814855,0.89987917,0.052573675,0.929138807,0.002409491
max,max_sorensen,0.78522805,196,10000,0.597367331,0.074252889,0.9892,0.005641365,0.556157399,0.035813296,0.385857318,0.033504679,0.771714636,0.067009359,0.402632669,0.074252889,0.586567331,0.069090809,0.960434008,0.005814855,0.89987917,0.052573675,0.929138807,0.002409491
max,sensitivity,0.23257808,196,10000,0.887684428,0.005383394,0.8901,0.013520355,0.237222885,0.015966932,0.134647196,0.0101862,0.269294393,0.020372401,0.112315572,0.005383394,0.777784428,0.014579739,0.960434008,0.005814855,0.89987917,0.052573675,0.929138807,0.002409491
max,equal_sens_spec,0.16357733,196,10000,0.922980647,0.017514596,0.9231,0.012876335,0.318962128,0.051172688,0.190637501,0.036820778,0.381275001,0.073641556,0.077019353,0.017514596,0.846080647,0.029526378,0.974942939,0.005275824,0.964184423,0.008540571,0.959607465,0.002962452
max,lpt,0.00565666,196,10000,1,0,0.7248,0.066702324,0.129081382,0.028330449,0.069189576,0.016179621,0.138379151,0.032359242,0,0,0.7248,0.066702324,0.974942939,0.005275824,0.964184423,0.008540571,0.959607465,0.002962452
max,max_fpb,0.7044192,196,10000,0.643466599,0.035527237,0.9961,9.62E-04,0.697688809,0.025870552,0.53621473,0.030423867,1.07242946,0.060847734,0.356533401,0.035527237,0.639566599,0.035113934,0.974942939,0.005275824,0.964184423,0.008540571,0.959607465,0.002962452
max,max_jaccard,0.7044192,196,10000,0.643466599,0.035527237,0.9961,9.62E-04,0.697688809,0.025870552,0.53621473,0.030423867,1.07242946,0.060847734,0.356533401,0.035527237,0.639566599,0.035113934,0.974942939,0.005275824,0.964184423,0.008540571,0.959607465,0.002962452
max,max_sens_spec,0.18388936,196,10000,0.938637212,0.023829853,0.9253,0.013060436,0.329524306,0.048931217,0.198095755,0.035511281,0.396191509,0.071022561,0.061362788,0.023829853,0.863937212,0.028802732,0.974942939,0.005275824,0.964184423,0.008540571,0.959607465,0.002962452
max,max_sorensen,0.7044192,196,10000,0.643466599,0.035527237,0.9961,9.62E-04,0.697688809,0.025870552,0.53621473,0.030423867,1.07242946,0.060847734,0.356533401,0.035527237,0.639566599,0.035113934,0.974942939,0.005275824,0.964184423,0.008540571,0.959607465,0.002962452
max,sensitivity,0.18908535,196,10000,0.887711569,0.007559928,0.9306,0.014436932,0.331745418,0.057610581,0.200027093,0.042340377,0.400054185,0.084680754,0.112288431,0.007559928,0.818311569,0.016277996,0.974942939,0.005275824,0.964184423,0.008540571,0.959607465,0.002962452
max,equal_sens_spec,0.27646397,197,10000,0.839325918,0.018219632,0.8375,0.017153717,0.165993934,0.014100109,0.090560316,0.008354204,0.181120633,0.016708407,0.160674082,0.018219632,0.676825918,0.035290732,0.926358351,0.01013561,0.911723367,0.045214415,0.876710338,0.004167118
max,lpt,0.03203225,197,10000,1,0,0.628,0.046918813,0.096601792,0.017331801,0.050821895,0.009557397,0.101643791,0.019114795,0,0,0.628,0.046918813,0.926358351,0.01013561,0.911723367,0.045214415,0.876710338,0.004167118
max,max_fpb,0.85147174,197,10000,0.494178528,0.094218447,0.9766,0.008451331,0.36732085,0.026631352,0.225239882,0.019884058,0.450479764,0.039768116,0.505821472,0.094218447,0.470778528,0.089741403,0.926358351,0.01013561,0.911723367,0.045214415,0.876710338,0.004167118
max,max_jaccard,0.85147174,197,10000,0.494178528,0.094218447,0.9766,0.008451331,0.36732085,0.026631352,0.225239882,0.019884058,0.450479764,0.039768116,0.505821472,0.094218447,0.470778528,0.089741403,0.926358351,0.01013561,0.911723367,0.045214415,0.876710338,0.004167118
max,max_sens_spec,0.23909213,197,10000,0.937596121,0.023171261,0.7778,0.045245994,0.143074287,0.013604176,0.077095309,0.00789982,0.154190618,0.015799639,0.062403879,0.023171261,0.715396121,0.034846026,0.926358351,0.01013561,0.911723367,0.045214415,0.876710338,0.004167118
max,max_sorensen,0.85147174,197,10000,0.494178528,0.094218447,0.9766,0.008451331,0.36732085,0.026631352,0.225239882,0.019884058,0.450479764,0.039768116,0.505821472,0.094218447,0.470778528,0.089741403,0.926358351,0.01013561,0.911723367,0.045214415,0.876710338,0.004167118
max,sensitivity,0.17751712,197,10000,0.893979415,0.006567619,0.785,0.04016684,0.140562504,0.014792966,0.075648604,0.008563934,0.151297209,0.017127868,0.106020585,0.006567619,0.678979415,0.042523899,0.926358351,0.01013561,0.911723367,0.045214415,0.876710338,0.004167118
max,equal_sens_spec,0.15359068,198,10000,0.889607352,0.023591211,0.8839,0.024213633,0.23456972,0.04296343,0.133414828,0.028076955,0.266829657,0.056153909,0.110392648,0.023591211,0.773507352,0.047333234,0.962133005,0.012885484,0.954976472,0.026037241,0.940129579,0.003357746
max,lpt,0.0174288,198,10000,1,0,0.7195,0.055029538,0.126091052,0.016930837,0.067357578,0.009665858,0.134715157,0.019331717,0,0,0.7195,0.055029538,0.962133005,0.012885484,0.954976472,0.026037241,0.940129579,0.003357746
max,max_fpb,0.68300729,198,10000,0.654908104,0.068705816,0.9883,0.004147288,0.587616583,0.082056377,0.420127624,0.08788026,0.840255248,0.17576052,0.345091896,0.068705816,0.643208104,0.06973145,0.962133005,0.012885484,0.954976472,0.026037241,0.940129579,0.003357746
max,max_jaccard,0.68300729,198,10000,0.654908104,0.068705816,0.9883,0.004147288,0.587616583,0.082056377,0.420127624,0.08788026,0.840255248,0.17576052,0.345091896,0.068705816,0.643208104,0.06973145,0.962133005,0.012885484,0.954976472,0.026037241,0.940129579,0.003357746
max,max_sens_spec,0.1775082,198,10000,0.90254386,0.078198295,0.8991,0.065822109,0.300904326,0.122046053,0.182042696,0.086203918,0.364085392,0.172407836,0.09745614,0.078198295,0.80164386,0.05276685,0.962133005,0.012885484,0.954976472,0.026037241,0.940129579,0.003357746
max,max_sorensen,0.68300729,198,10000,0.654908104,0.068705816,0.9883,0.004147288,0.587616583,0.082056377,0.420127624,0.08788026,0.840255248,0.17576052,0.345091896,0.068705816,0.643208104,0.06973145,0.962133005,0.012885484,0.954976472,0.026037241,0.940129579,0.003357746
max,sensitivity,0.14440863,198,10000,0.889106099,0.008417181,0.8687,0.065208895,0.244132855,0.122537887,0.14385601,0.086367348,0.28771202,0.172734697,0.110893901,0.008417181,0.757806099,0.070843525,0.962133005,0.012885484,0.954976472,0.026037241,0.940129579,0.003357746
max,equal_sens_spec,0.35769786,198,10000,0.817704115,0.041044298,0.8168,0.033325291,0.151309754,0.032446513,0.082114592,0.019058621,0.164229184,0.038117242,0.182295885,0.041044298,0.634504115,0.074366096,0.912852089,0.015069835,0.914021386,0.048755364,0.850094492,0.005195625
max,lpt,0.08834162,198,10000,1,0,0.6808,0.036880889,0.111104879,0.010965867,0.058848762,0.006185034,0.117697523,0.012370068,0,0,0.6808,0.036880889,0.912852089,0.015069835,0.914021386,0.048755364,0.850094492,0.005195625
max,max_fpb,0.88746348,198,10000,0.316005901,0.074217678,0.988,0.006133922,0.327712921,0.021843087,0.196129718,0.015581374,0.392259436,0.031162749,0.683994099,0.074217678,0.304005901,0.068194781,0.912852089,0.015069835,0.914021386,0.048755364,0.850094492,0.005195625
max,max_jaccard,0.88746348,198,10000,0.316005901,0.074217678,0.988,0.006133922,0.327712921,0.021843087,0.196129718,0.015581374,0.392259436,0.031162749,0.683994099,0.074217678,0.304005901,0.068194781,0.912852089,0.015069835,0.914021386,0.048755364,0.850094492,0.005195625
max,max_sens_spec,0.21400597,198,10000,0.95138902,0.055447963,0.7506,0.060177238,0.135862592,0.032452876,0.073146482,0.018970815,0.146292964,0.037941629,0.04861098,0.055447963,0.70198902,0.031873053,0.912852089,0.015069835,0.914021386,0.048755364,0.850094492,0.005195625
max,max_sorensen,0.88746348,198,10000,0.316005901,0.074217678,0.988,0.006133922,0.327712921,0.021843087,0.196129718,0.015581374,0.392259436,0.031162749,0.683994099,0.074217678,0.304005901,0.068194781,0.912852089,0.015069835,0.914021386,0.048755364,0.850094492,0.005195625
max,sensitivity,0.27629527,198,10000,0.884166745,0.007150995,0.7628,0.046143255,0.130799507,0.026227332,0.07014714,0.015231,0.14029428,0.030462,0.115833255,0.007150995,0.646966745,0.046166723,0.912852089,0.015069835,0.914021386,0.048755364,0.850094492,0.005195625
max,equal_sens_spec,0.17784409,203,10000,0.946559508,0.018740196,0.9428,0.010401923,0.400197155,0.043270088,0.250891073,0.034069146,0.501782145,0.068138292,0.053440492,0.018740196,0.889359508,0.028399755,0.988129148,0.002617511,0.932170114,0.037265737,0.964874553,0.001408486
max,lpt,0.05486719,203,10000,1,0,0.9269,0.020785812,0.364803412,0.055110748,0.224194402,0.040796817,0.448388803,0.081593634,0,0,0.9269,0.020785812,0.988129148,0.002617511,0.932170114,0.037265737,0.964874553,0.001408486
max,max_fpb,0.58507146,203,10000,0.697428181,0.0812603,0.9922,0.004147288,0.669597239,0.035310966,0.504158206,0.040224136,1.008316412,0.080448272,0.302571819,0.0812603,0.689628181,0.07778376,0.988129148,0.002617511,0.932170114,0.037265737,0.964874553,0.001408486
max,max_jaccard,0.58507146,203,10000,0.697428181,0.0812603,0.9922,0.004147288,0.669597239,0.035310966,0.504158206,0.040224136,1.008316412,0.080448272,0.302571819,0.0812603,0.689628181,0.07778376,0.988129148,0.002617511,0.932170114,0.037265737,0.964874553,0.001408486
max,max_sens_spec,0.12226318,203,10000,0.995348837,0.010400316,0.9324,0.013121547,0.377085743,0.040415087,0.232955218,0.030333232,0.465910436,0.060666465,0.004651163,0.010400316,0.927748837,0.019292538,0.988129148,0.002617511,0.932170114,0.037265737,0.964874553,0.001408486
max,max_sorensen,0.58507146,203,10000,0.697428181,0.0812603,0.9922,0.004147288,0.669597239,0.035310966,0.504158206,0.040224136,1.008316412,0.080448272,0.302571819,0.0812603,0.689628181,0.07778376,0.988129148,0.002617511,0.932170114,0.037265737,0.964874553,0.001408486
max,sensitivity,0.28814753,203,10000,0.886703146,0.007456733,0.9639,0.009336755,0.489267998,0.078327966,0.326781652,0.070431446,0.653563304,0.140862893,0.113296854,0.007456733,0.850603146,0.009268057,0.988129148,0.002617511,0.932170114,0.037265737,0.964874553,0.001408486
max,equal_sens_spec,0.39116168,204,10000,0.824100337,0.017195669,0.8265,0.014679918,0.159893992,0.010412671,0.08692185,0.006173625,0.1738437,0.01234725,0.175899663,0.017195669,0.650600337,0.031379475,0.910355249,0.010904427,0.881048264,0.126298877,0.842913384,0.003990276
max,lpt,0.08436428,204,10000,1,0,0.6447,0.028917123,0.103458814,0.01068177,0.054578117,0.00594857,0.109156235,0.01189714,0,0,0.6447,0.028917123,0.910355249,0.010904427,0.881048264,0.126298877,0.842913384,0.003990276
max,max_fpb,0.86855262,204,10000,0.270086852,0.081074071,0.9861,0.010077202,0.278808482,0.060170485,0.163132436,0.041006346,0.326264871,0.082012693,0.729913148,0.081074071,0.256186852,0.075103699,0.910355249,0.010904427,0.881048264,0.126298877,0.842913384,0.003990276
max,max_jaccard,0.86855262,204,10000,0.270086852,0.081074071,0.9861,0.010077202,0.278808482,0.060170485,0.163132436,0.041006346,0.326264871,0.082012693,0.729913148,0.081074071,0.256186852,0.075103699,0.910355249,0.010904427,0.881048264,0.126298877,0.842913384,0.003990276
max,max_sens_spec,0.31809915,204,10000,0.960852523,0.012988301,0.7726,0.013867228,0.146571787,0.003028379,0.079083751,0.001761309,0.158167501,0.003522617,0.039147477,0.012988301,0.733452523,0.019587294,0.910355249,0.010904427,0.881048264,0.126298877,0.842913384,0.003990276
