model,threshold,thr_value,n_presences,n_absences,TPR_mean,TPR_sd,TNR_mean,TNR_sd,SORENSEN_mean,SORENSEN_sd,JACCARD_mean,JACCARD_sd,FPB_mean,FPB_sd,OR_mean,OR_sd,TSS_mean,TSS_sd,AUC_mean,AUC_sd,BOYCE_mean,BOYCE_sd,IMAE_mean,IMAE_sd
max,max_fpb,0.65275027,560,10000,0.573927398,0.114611337,0.939,0.019403608,0.431254475,0.045032785,0.275776877,0.038009178,0.551553754,0.076018357,0.426072602,0.114611337,0.512927398,0.100984111,0.908165834,0.009738304,0.974894052,0.010789698,0.825247092,0.001935022
max,max_jaccard,0.65275027,560,10000,0.573927398,0.114611337,0.939,0.019403608,0.431254475,0.045032785,0.275776877,0.038009178,0.551553754,0.076018357,0.426072602,0.114611337,0.512927398,0.100984111,0.908165834,0.009738304,0.974894052,0.010789698,0.825247092,0.001935022
max,max_sens_spec,0.44316948,560,10000,0.911814455,0.040433494,0.7645,0.072119692,0.309083531,0.068869823,0.184416113,0.049919779,0.368832227,0.099839559,0.088185545,0.040433494,0.676314455,0.034394309,0.908165834,0.009738304,0.974894052,0.010789698,0.825247092,0.001935022
max,max_sorensen,0.65275027,560,10000,0.573927398,0.114611337,0.939,0.019403608,0.431254475,0.045032785,0.275776877,0.038009178,0.551553754,0.076018357,0.426072602,0.114611337,0.512927398,0.100984111,0.908165834,0.009738304,0.974894052,0.010789698,0.825247092,0.001935022
max,sensitivity,0.29730996,560,10000,0.894629147,9.50E-04,0.7542,0.023668545,0.285866713,0.025459746,0.166974021,0.01713674,0.333948042,0.034273481,0.105370853,9.50E-04,0.648829147,0.023828702,0.908165834,0.009738304,0.974894052,0.010789698,0.825247092,0.001935022
max,equal_sens_spec,0.36515203,561,10000,0.913232432,0.01190159,0.9125,0.011800424,0.527145703,0.027392885,0.358286243,0.025452071,0.716572485,0.050904143,0.086767568,0.01190159,0.825732432,0.023465761,0.96376355,0.00894478,0.979500689,0.009463001,0.912556788,0.002043913
max,lpt,9.97E-04,561,10000,1,0,0.5043,0.15445938,0.194225459,0.046410224,0.108151675,0.028884114,0.21630335,0.057768229,0,0,0.5043,0.15445938,0.96376355,0.00894478,0.979500689,0.009463001,0.912556788,0.002043913
max,max_fpb,0.61875253,561,10000,0.689969057,0.059491334,0.978,0.004911721,0.661933196,0.039501024,0.495729279,0.04386991,0.991458559,0.08773982,0.310030943,0.059491334,0.667969057,0.058546715,0.96376355,0.00894478,0.979500689,0.009463001,0.912556788,0.002043913
max,max_jaccard,0.61875253,561,10000,0.689969057,0.059491334,0.978,0.004911721,0.661933196,0.039501024,0.495729279,0.04386991,0.991458559,0.08773982,0.310030943,0.059491334,0.667969057,0.058546715,0.96376355,0.00894478,0.979500689,0.009463001,0.912556788,0.002043913
max,max_sens_spec,0.35039807,561,10000,0.92091615,0.022583995,0.9144,0.010089599,0.534760871,0.033718292,0.365545272,0.031526464,0.731090544,0.063052928,0.07908385,0.022583995,0.83531615,0.026801076,0.96376355,0.00894478,0.979500689,0.009463001,0.912556788,0.002043913
max,max_sorensen,0.61875253,561,10000,0.689969057,0.059491334,0.978,0.004911721,0.661933196,0.039501024,0.495729279,0.04386991,0.991458559,0.08773982,0.310030943,0.059491334,0.667969057,0.058546715,0.96376355,0.00894478,0.979500689,0.009463001,0.912556788,0.002043913
max,sensitivity,0.39480771,561,10000,0.89318543,0.005383314,0.9186,0.013925696,0.536283646,0.027897788,0.366784234,0.026186984,0.733568468,0.052373968,0.10681457,0.005383314,0.81178543,0.014975335,0.96376355,0.00894478,0.979500689,0.009463001,0.912556788,0.002043913
max,equal_sens_spec,0.30085662,577,10000,0.850810823,0.020466459,0.8498,0.019578687,0.383560579,0.041890285,0.237950508,0.031993599,0.475901017,0.063987198,0.149189177,0.020466459,0.700610823,0.040031778,0.92862413,0.009876535,0.936141356,0.02071676,0.863743486,0.007500479
max,lpt,0.01811253,577,10000,1,0,0.5715,0.096424841,0.216087865,0.027714059,0.121347267,0.017365525,0.242694533,0.03473105,0,0,0.5715,0.096424841,0.92862413,0.009876535,0.936141356,0.02071676,0.863743486,0.007500479
max,max_fpb,0.64153668,577,10000,0.494665632,0.1160999,0.9735,0.019934267,0.507197386,0.00472163,0.339772594,0.004243577,0.679545187,0.008487154,0.505334368,0.1160999,0.468165632,0.096215048,0.92862413,0.009876535,0.936141356,0.02071676,0.863743486,0.007500479
max,max_jaccard,0.64153668,577,10000,0.494665632,0.1160999,0.9735,0.019934267,0.507197386,0.00472163,0.339772594,0.004243577,0.679545187,0.008487154,0.505334368,0.1160999,0.468165632,0.096215048,0.92862413,0.009876535,0.936141356,0.02071676,0.863743486,0.007500479
max,max_sens_spec,0.41510245,577,10000,0.860426531,0.028299253,0.8526,0.020357431,0.39129239,0.04498391,0.244021349,0.035197943,0.488042698,0.070395885,0.139573469,0.028299253,0.713026531,0.03471626,0.92862413,0.009876535,0.936141356,0.02071676,0.863743486,0.007500479
max,max_sorensen,0.64153668,577,10000,0.494665632,0.1160999,0.9735,0.019934267,0.507197386,0.00472163,0.339772594,0.004243577,0.679545187,0.008487154,0.505334368,0.1160999,0.468165632,0.096215048,0.92862413,0.009876535,0.936141356,0.02071676,0.863743486,0.007500479
max,sensitivity,0.16954473,577,10000,0.894103869,0.004041512,0.7858,0.044593441,0.323095264,0.039885958,0.193208467,0.028110685,0.386416935,0.05622137,0.105896131,0.004041512,0.679903869,0.042505932,0.92862413,0.009876535,0.936141356,0.02071676,0.863743486,0.007500479
max,equal_sens_spec,0.3302156,595,10000,0.818129723,0.010423825,0.8173,0.010744766,0.335182107,0.025860108,0.201568761,0.019005415,0.403137522,0.038010831,0.181870277,0.010423825,0.635429723,0.021106794,0.915745662,0.008892285,0.934336897,0.054981944,0.843679611,0.005165803
max,lpt,0.01445832,595,10000,1,0,0.5589,0.085722226,0.217394183,0.043752507,0.122504615,0.028096611,0.24500923,0.056193222,0,0,0.5589,0.085722226,0.915745662,0.008892285,0.934336897,0.054981944,0.843679611,0.005165803
max,max_fpb,0.72001953,595,10000,0.496656764,0.030852423,0.9753,0.006648308,0.520224739,0.019089186,0.351735909,0.017376964,0.703471818,0.034753927,0.503343236,0.030852423,0.471956764,0.025357648,0.915745662,0.008892285,0.934336897,0.054981944,0.843679611,0.005165803
max,max_jaccard,0.72001953,595,10000,0.496656764,0.030852423,0.9753,0.006648308,0.520224739,0.019089186,0.351735909,0.017376964,0.703471818,0.034753927,0.503343236,0.030852423,0.471956764,0.025357648,0.915745662,0.008892285,0.934336897,0.054981944,0.843679611,0.005165803
max,max_sens_spec,0.26437375,595,10000,0.894696429,0.085218311,0.7782,0.084724259,0.334512524,0.080160315,0.203165458,0.060174209,0.406330916,0.120348418,0.105303571,0.085218311,0.672896429,0.0235627,0.915745662,0.008892285,0.934336897,0.054981944,0.843679611,0.005165803
max,max_sorensen,0.72001953,595,10000,0.496656764,0.030852423,0.9753,0.006648308,0.520224739,0.019089186,0.351735909,0.017376964,0.703471818,0.034753927,0.503343236,0.030852423,0.471956764,0.025357648,0.915745662,0.008892285,0.934336897,0.054981944,0.843679611,0.005165803
max,sensitivity,0.25417415,595,10000,0.89742632,0.002167915,0.7453,0.033278371,0.292834517,0.038050052,0.172010112,0.026782806,0.344020224,0.053565612,0.10257368,0.002167915,0.64272632,0.033932398,0.915745662,0.008892285,0.934336897,0.054981944,0.843679611,0.005165803
max,equal_sens_spec,0.27417328,599,10000,0.866824044,0.014518751,0.8669,0.014275854,0.424894861,0.026906511,0.270055272,0.021864083,0.540110545,0.043728167,0.133175956,0.014518751,0.733724044,0.028767449,0.949320457,0.005490016,0.935147602,0.027901164,0.891283857,0.002880016
max,lpt,0.0052732,599,10000,1,0,0.6506,0.101751167,0.265114635,0.058119772,0.153865958,0.039277293,0.307731915,0.078554586,0,0,0.6506,0.101751167,0.949320457,0.005490016,0.935147602,0.027901164,0.891283857,0.002880016
max,max_fpb,0.67481988,599,10000,0.571115249,0.009960201,0.9798,0.003251923,0.598303232,0.015241572,0.42697858,0.015686319,0.853957159,0.031372639,0.428884751,0.009960201,0.550915249,0.007520763,0.949320457,0.005490016,0.935147602,0.027901164,0.891283857,0.002880016
max,max_jaccard,0.67481988,599,10000,0.571115249,0.009960201,0.9798,0.003251923,0.598303232,0.015241572,0.42697858,0.015686319,0.853957159,0.031372639,0.428884751,0.009960201,0.550915249,0.007520763,0.949320457,0.005490016,0.935147602,0.027901164,0.891283857,0.002880016
max,max_sens_spec,0.16733145,599,10000,0.970187151,0.005592594,0.8027,0.021111608,0.369733384,0.033150697,0.227203114,0.025201047,0.454406229,0.050402095,0.029812849,0.005592594,0.772887151,0.018431044,0.949320457,0.005490016,0.935147602,0.027901164,0.891283857,0.002880016
max,max_sorensen,0.67481988,599,10000,0.571115249,0.009960201,0.9798,0.003251923,0.598303232,0.015241572,0.42697858,0.015686319,0.853957159,0.031372639,0.428884751,0.009960201,0.550915249,0.007520763,0.949320457,0.005490016,0.935147602,0.027901164,0.891283857,0.002880016
max,sensitivity,0.24236965,599,10000,0.898181402,0.001492137,0.8399,0.024401332,0.395437387,0.040816151,0.247093645,0.031852889,0.49418729,0.063705778,0.101818598,0.001492137,0.738081402,0.023544427,0.949320457,0.005490016,0.935147602,0.027901164,0.891283857,0.002880016
max,equal_sens_spec,0.43442638,602,10000,0.823853755,0.006707991,0.8247,0.006591661,0.348050894,0.013760888,0.210758867,0.010176338,0.421517733,0.020352675,0.176146245,0.006707991,0.648553755,0.012996282,0.911238236,0.002720828,0.974540978,0.004868735,0.827477839,0.005646424
max,lpt,0.01534999,602,10000,1,0,0.5592,0.085420723,0.217889129,0.027170786,0.122470339,0.016866092,0.244940678,0.033732185,0,0,0.5592,0.085420723,0.911238236,0.002720828,0.974540978,0.004868735,0.827477839,0.005646424
max,max_fpb,0.70852449,602,10000,0.487365667,0.110255811,0.9498,0.023744999,0.41956858,0.022975334,0.265691843,0.018452995,0.531383687,0.036905989,0.512634333,0.110255811,0.437165667,0.087474286,0.911238236,0.002720828,0.974540978,0.004868735,0.827477839,0.005646424
max,max_jaccard,0.70852449,602,10000,0.487365667,0.110255811,0.9498,0.023744999,0.41956858,0.022975334,0.265691843,0.018452995,0.531383687,0.036905989,0.512634333,0.110255811,0.437165667,0.087474286,0.911238236,0.002720828,0.974540978,0.004868735,0.827477839,0.005646424
max,max_sens_spec,0.37238017,602,10000,0.929913563,0.031198491,0.7652,0.023826456,0.319670797,0.012029332,0.19029153,0.008481245,0.380583059,0.01696249,0.070086437,0.031198491,0.695113563,0.015048833,0.911238236,0.002720828,0.974540978,0.004868735,0.827477839,0.005646424
max,max_sorensen,0.70852449,602,10000,0.487365667,0.110255811,0.9498,0.023744999,0.41956858,0.022975334,0.265691843,0.018452995,0.531383687,0.036905989,0.512634333,0.110255811,0.437165667,0.087474286,0.911238236,0.002720828,0.974540978,0.004868735,0.827477839,0.005646424
max,sensitivity,0.35266675,602,10000,0.897007911,0.003144153,0.7666,0.021416699,0.311499822,0.016871661,0.184577943,0.011859701,0.369155887,0.023719402,0.102992089,0.003144153,0.663607911,0.018624413,0.911238236,0.002720828,0.974540978,0.004868735,0.827477839,0.005646424
max,equal_sens_spec,0.46989473,621,10000,0.818359059,0.010846727,0.8188,0.010515465,0.345662231,0.01366789,0.209009607,0.010083621,0.418019215,0.020167242,0.181640941,0.010846727,0.637159059,0.021258619,0.900982879,0.005989977,0.967988339,0.010127526,0.80642357,0.002565976
max,lpt,0.0079083,621,10000,1,0,0.4766,0.088320015,0.194720523,0.030360649,0.108113314,0.018701609,0.216226627,0.037403217,0,0,0.4766,0.088320015,0.900982879,0.005989977,0.967988339,0.010127526,0.80642357,0.002565976
max,max_fpb,0.74087057,621,10000,0.531505245,0.036130459,0.9434,0.012110945,0.435801674,0.016232799,0.278720883,0.01332751,0.557441767,0.026655019,0.468494755,0.036130459,0.474905245,0.02541403,0.900982879,0.005989977,0.967988339,0.010127526,0.80642357,0.002565976
max,max_jaccard,0.74087057,621,10000,0.531505245,0.036130459,0.9434,0.012110945,0.435801674,0.016232799,0.278720883,0.01332751,0.557441767,0.026655019,0.468494755,0.036130459,0.474905245,0.02541403,0.900982879,0.005989977,0.967988339,0.010127526,0.80642357,0.002565976
max,max_sens_spec,0.37435315,621,10000,0.900529688,0.039221852,0.7649,0.043284524,0.319386005,0.029405295,0.190337266,0.021148898,0.380674531,0.042297795,0.099470312,0.039221852,0.665429688,0.016522531,0.900982879,0.005989977,0.967988339,0.010127526,0.80642357,0.002565976
max,max_sorensen,0.74087057,621,10000,0.531505245,0.036130459,0.9434,0.012110945,0.435801674,0.016232799,0.278720883,0.01332751,0.557441767,0.026655019,0.468494755,0.036130459,0.474905245,0.02541403,0.900982879,0.005989977,0.967988339,0.010127526,0.80642357,0.002565976
max,sensitivity,0.33335679,621,10000,0.895226175,0.005040928,0.7499,0.018756332,0.302533257,0.005766827,0.178237232,0.004013498,0.356474464,0.008026995,0.104773825,0.005040928,0.645126175,0.018208736,0.900982879,0.005989977,0.967988339,0.010127526,0.80642357,0.002565976
max,equal_sens_spec,0.50592434,628,10000,0.769253805,0.013622103,0.7696,0.013464769,0.283074624,0.017421261,0.164968582,0.011776195,0.329937164,0.023552389,0.230746195,0.013622103,0.538853805,0.027025802,0.863858935,0.008242841,0.942141778,0.036752223,0.758872876,0.004906481
max,lpt,0.01894432,628,10000,1,0,0.4832,0.072205955,0.197074662,0.019951664,0.109417952,0.012388913,0.218835903,0.024777826,0,0,0.4832,0.072205955,0.863858935,0.008242841,0.942141778,0.036752223,0.758872876,0.004906481
max,max_fpb,0.68389476,628,10000,0.484983612,0.087591875,0.9202,0.041070975,0.358024002,0.024450903,0.218259889,0.018072739,0.436519778,0.036145478,0.515016388,0.087591875,0.405183612,0.049346381,0.863858935,0.008242841,0.942141778,0.036752223,0.758872876,0.004906481
max,max_jaccard,0.68389476,628,10000,0.484983612,0.087591875,0.9202,0.041070975,0.358024002,0.024450903,0.218259889,0.018072739,0.436519778,0.036145478,0.515016388,0.087591875,0.405183612,0.049346381,0.863858935,0.008242841,0.942141778,0.036752223,0.758872876,0.004906481
max,max_sens_spec,0.38616764,628,10000,0.941012471,0.048138021,0.6541,0.060541721,0.255019334,0.029615019,0.146407318,0.019357553,0.292814637,0.038715106,0.058987529,0.048138021,0.595112471,0.013774718,0.863858935,0.008242841,0.942141778,0.036752223,0.758872876,0.004906481
max,max_sorensen,0.68389476,628,10000,0.484983612,0.087591875,0.9202,0.041070975,0.358024002,0.024450903,0.218259889,0.018072739,0.436519778,0.036145478,0.515016388,0.087591875,0.405183612,0.049346381,0.863858935,0.008242841,0.942141778,0.036752223,0.758872876,0.004906481
max,sensitivity,0.38721299,628,10000,0.894888831,0.001457243,0.6672,0.025955732,0.249334998,0.020256933,0.14254523,0.013202407,0.285090461,0.026404814,0.105111169,0.001457243,0.562088831,0.02564007,0.863858935,0.008242841,0.942141778,0.036752223,0.758872876,0.004906481
max,equal_sens_spec,0.42371844,628,10000,0.814295688,0.01768634,0.8151,0.01567801,0.342729994,0.016826936,0.20690274,0.012161876,0.413805481,0.024323752,0.185704312,0.01768634,0.629395688,0.033301125,0.895564894,0.008695513,0.946153964,0.025387285,0.800883663,0.006648922
max,lpt,0.01024973,628,10000,1,0,0.4552,0.09710085,0.190048002,0.024555058,0.105165107,0.015058387,0.210330213,0.030116774,0,0,0.4552,0.09710085,0.895564894,0.008695513,0.946153964,0.025387285,0.800883663,0.006648922
max,max_fpb,0.73396177,628,10000,0.536398432,0.03983108,0.9442,0.015566792,0.444422551,0.026052986,0.285986437,0.021663751,0.571972874,0.043327501,0.463601568,0.03983108,0.480598432,0.027117058,0.895564894,0.008695513,0.946153964,0.025387285,0.800883663,0.006648922
max,max_jaccard,0.73396177,628,10000,0.536398432,0.03983108,0.9442,0.015566792,0.444422551,0.026052986,0.285986437,0.021663751,0.571972874,0.043327501,0.463601568,0.03983108,0.480598432,0.027117058,0.895564894,0.008695513,0.946153964,0.025387285,0.800883663,0.006648922
max,max_sens_spec,0.38528206,628,10000,0.864018097,0.029627742,0.7862,0.026546186,0.328993056,0.012846823,0.196939874,0.009228322,0.393879749,0.018456644,0.135981903,0.029627742,0.650218097,0.026337337,0.895564894,0.008695513,0.946153964,0.025387285,0.800883663,0.006648922
max,max_sorensen,0.73396177,628,10000,0.536398432,0.03983108,0.9442,0.015566792,0.444422551,0.026052986,0.285986437,0.021663751,0.571972874,0.043327501,0.463601568,0.03983108,0.480598432,0.027117058,0.895564894,0.008695513,0.946153964,0.025387285,0.800883663,0.006648922
max,sensitivity,0.25921518,628,10000,0.896459816,0.002168828,0.703,0.035206533,0.272251672,0.031003717,0.157874215,0.020774312,0.31574843,0.041548625,0.103540184,0.002168828,0.599459816,0.035494737,0.895564894,0.008695513,0.946153964,0.025387285,0.800883663,0.006648922
max,equal_sens_spec,0.32586083,638,10000,0.836690143,0.014657848,0.8355,0.013,0.379691175,0.030044562,0.234666218,0.022492412,0.469332436,0.044984823,0.163309857,0.014657848,0.672190143,0.027612255,0.927207377,0.006880133,0.963274956,0.021488732,0.853807319,0.006805075
max,lpt,0.00444793,638,10000,1,0,0.5985,0.088372083,0.246633835,0.043764857,0.141227738,0.028287084,0.282455475,0.056574168,0,0,0.5985,0.088372083,0.927207377,0.006880133,0.963274956,0.021488732,0.853807319,0.006805075
max,max_fpb,0.65229924,638,10000,0.569546861,0.054653431,0.9641,0.00609713,0.533899485,0.023436718,0.364443932,0.021973735,0.728887864,0.04394747,0.430453139,0.054653431,0.533646861,0.051318299,0.927207377,0.006880133,0.963274956,0.021488732,0.853807319,0.006805075
max,max_jaccard,0.65229924,638,10000,0.569546861,0.054653431,0.9641,0.00609713,0.533899485,0.023436718,0.364443932,0.021973735,0.728887864,0.04394747,0.430453139,0.054653431,0.533646861,0.051318299,0.927207377,0.006880133,0.963274956,0.021488732,0.853807319,0.006805075
max,max_sens_spec,0.21342887,638,10000,0.934707894,0.067346147,0.7648,0.060230391,0.33884311,0.046924319,0.204760732,0.034550688,0.409521464,0.069101377,0.065292106,0.067346147,0.699507894,0.018954312,0.927207377,0.006880133,0.963274956,0.021488732,0.853807319,0.006805075
max,max_sorensen,0.65229924,638,10000,0.569546861,0.054653431,0.9641,0.00609713,0.533899485,0.023436718,0.364443932,0.021973735,0.728887864,0.04394747,0.430453139,0.054653431,0.533646861,0.051318299,0.927207377,0.006880133,0.963274956,0.021488732,0.853807319,0.006805075
max,sensitivity,0.26254409,638,10000,0.896580419,0.001977437,0.7692,0.027489998,0.326720378,0.030784591,0.195580775,0.021968531,0.391161549,0.043937062,0.103419581,0.001977437,0.665780419,0.025681799,0.927207377,0.006880133,0.963274956,0.021488732,0.853807319,0.006805075
max,equal_sens_spec,0.30471026,645,10000,0.857185293,0.013813785,0.8583,0.015279071,0.424175107,0.033343891,0.269625348,0.026515034,0.539250696,0.053030067,0.142814707,0.013813785,0.715485293,0.029078164,0.931625677,0.008623067,0.944503758,0.042946373,0.862705171,0.005789961
max,lpt,0.01736166,645,10000,1,0,0.5212,0.04744286,0.213064836,0.013251794,0.119283745,0.008252002,0.23856749,0.016504004,0,0,0.5212,0.04744286,0.931625677,0.008623067,0.944503758,0.042946373,0.862705171,0.005789961
max,max_fpb,0.69622287,645,10000,0.612722143,0.155128625,0.9533,0.034647511,0.528928163,0.030717688,0.36002612,0.028330375,0.72005224,0.05666075,0.387277857,0.155128625,0.566022143,0.121674053,0.931625677,0.008623067,0.944503758,0.042946373,0.862705171,0.005789961
max,max_jaccard,0.69622287,645,10000,0.612722143,0.155128625,0.9533,0.034647511,0.528928163,0.030717688,0.36002612,0.028330375,0.72005224,0.05666075,0.387277857,0.155128625,0.566022143,0.121674053,0.931625677,0.008623067,0.944503758,0.042946373,0.862705171,0.005789961
max,max_sens_spec,0.24244191,645,10000,0.895752037,0.023025425,0.835,0.026146223,0.404752087,0.036530332,0.254252606,0.028876183,0.508505212,0.057752366,0.104247963,0.023025425,0.730752037,0.026669704,0.931625677,0.008623067,0.944503758,0.042946373,0.862705171,0.005789961
max,max_sorensen,0.69622287,645,10000,0.612722143,0.155128625,0.9533,0.034647511,0.528928163,0.030717688,0.36002612,0.028330375,0.72005224,0.05666075,0.387277857,0.155128625,0.566022143,0.121674053,0.931625677,0.008623067,0.944503758,0.042946373,0.862705171,0.005789961
max,sensitivity,0.23561948,645,10000,0.896120583,0.003227641,0.8147,0.035601264,0.379645564,0.044973793,0.235039879,0.033423274,0.470079759,0.066846548,0.103879417,0.003227641,0.710820583,0.036800862,0.931625677,0.008623067,0.944503758,0.042946373,0.862705171,0.005789961
max,equal_sens_spec,0.47103739,655,10000,0.811809843,0.011118821,0.8109,0.011491301,0.345844573,0.030549309,0.209408871,0.022517998,0.418817742,0.045035995,0.188190157,0.011118821,0.622709843,0.02246882,0.892378366,0.009180524,0.961919559,0.01258487,0.798341962,0.00576549
max,lpt,0.04673642,655,10000,1,0,0.5036,0.016410363,0.208640807,0.009918588,0.116498156,0.006204898,0.232996311,0.012409797,0,0,0.5036,0.016410363,0.892378366,0.009180524,0.961919559,0.01258487,0.798341962,0.00576549
max,max_fpb,0.70515906,655,10000,0.454166365,0.163362525,0.9509,0.048595782,0.417633823,0.023184832,0.264147487,0.018559268,0.528294974,0.037118535,0.545833635,0.163362525,0.405066365,0.115415753,0.892378366,0.009180524,0.961919559,0.01258487,0.798341962,0.00576549
max,max_jaccard,0.70515906,655,10000,0.454166365,0.163362525,0.9509,0.048595782,0.417633823,0.023184832,0.264147487,0.018559268,0.528294974,0.037118535,0.545833635,0.163362525,0.405066365,0.115415753,0.892378366,0.009180524,0.961919559,0.01258487,0.798341962,0.00576549
max,max_sens_spec,0.37418146,655,10000,0.889505254,0.042300169,0.7579,0.041629917,0.321170619,0.042597852,0.191936639,0.031057297,0.383873277,0.062114595,0.110494746,0.042300169,0.647405254,0.019356931,0.892378366,0.009180524,0.961919559,0.01258487,0.798341962,0.00576549
max,max_sorensen,0.70515906,655,10000,0.454166365,0.163362525,0.9509,0.048595782,0.417633823,0.023184832,0.264147487,0.018559268,0.528294974,0.037118535,0.545833635,0.163362525,0.405066365,0.115415753,0.892378366,0.009180524,0.961919559,0.01258487,0.798341962,0.00576549
max,sensitivity,0.35164378,655,10000,0.897764312,0.001796622,0.7257,0.032453043,0.296531021,0.033205008,0.174426266,0.022540231,0.348852531,0.045080461,0.102235688,0.001796622,0.623464312,0.031494575,0.892378366,0.009180524,0.961919559,0.01258487,0.798341962,0.00576549
max,equal_sens_spec,0.3917487,677,10000,0.85675539,0.009151296,0.8556,0.009208692,0.42983212,0.01978718,0.273910875,0.016042296,0.547821749,0.032084592,0.14324461,0.009151296,0.71235539,0.018291572,0.938515706,0.007768287,0.981172156,0.007448338,0.86514082,0.006783485
max,lpt,0.00215592,677,10000,1,0,0.5613,0.096333795,0.241053827,0.038903666,0.137492422,0.025322974,0.274984844,0.050645947,0,0,0.5613,0.096333795,0.938515706,0.007768287,0.981172156,0.007448338,0.86514082,0.006783485
max,max_fpb,0.65390803,677,10000,0.581483878,0.048702778,0.9704,0.004967394,0.575885004,0.030632881,0.404909417,0.030713351,0.809818834,0.061426703,0.418516122,0.048702778,0.551883878,0.046503858,0.938515706,0.007768287,0.981172156,0.007448338,0.86514082,0.006783485
max,max_jaccard,0.65390803,677,10000,0.581483878,0.048702778,0.9704,0.004967394,0.575885004,0.030632881,0.404909417,0.030713351,0.809818834,0.061426703,0.418516122,0.048702778,0.551883878,0.046503858,0.938515706,0.007768287,0.981172156,0.007448338,0.86514082,0.006783485
max,max_sens_spec,0.36426298,677,10000,0.932997999,0.033781308,0.8066,0.023519673,0.390750726,0.019937362,0.242969471,0.015531915,0.485938941,0.03106383,0.067002001,0.033781308,0.739597999,0.024413362,0.938515706,0.007768287,0.981172156,0.007448338,0.86514082,0.006783485
max,max_sorensen,0.65390803,677,10000,0.581483878,0.048702778,0.9704,0.004967394,0.575885004,0.030632881,0.404909417,0.030713351,0.809818834,0.061426703,0.418516122,0.048702778,0.551883878,0.046503858,0.938515706,0.007768287,0.981172156,0.007448338,0.86514082,0.006783485
max,sensitivity,0.34608022,677,10000,0.898051589,0.002399878,0.8187,0.021666795,0.393974172,0.030737008,0.245675177,0.023853563,0.491350353,0.047707125,0.101948411,0.002399878,0.716751589,0.020953499,0.938515706,0.007768287,0.981172156,0.007448338,0.86514082,0.006783485
max,equal_sens_spec,0.46711539,694,10000,0.778004587,0.015638937,0.7784,0.014955768,0.313297468,0.025774369,0.185968975,0.0182786,0.37193795,0.0365572,0.221995413,0.015638937,0.556404587,0.030537888,0.864336132,0.006740541,0.962655021,0.018220105,0.757157759,0.005395092
max,lpt,0.04149968,694,10000,1,0,0.4611,0.023532956,0.20468396,0.010481715,0.114040261,0.006481629,0.228080523,0.012963257,0,0,0.4611,0.023532956,0.864336132,0.006740541,0.962655021,0.018220105,0.757157759,0.005395092
max,max_fpb,0.67694272,694,10000,0.430459735,0.106751189,0.9456,0.027945035,0.386094565,0.029331526,0.239554677,0.022334543,0.479109353,0.044669086,0.569540265,0.106751189,0.376059735,0.080357949,0.864336132,0.006740541,0.962655021,0.018220105,0.757157759,0.005395092
max,max_jaccard,0.67694272,694,10000,0.430459735,0.106751189,0.9456,0.027945035,0.386094565,0.029331526,0.239554677,0.022334543,0.479109353,0.044669086,0.569540265,0.106751189,0.376059735,0.080357949,0.864336132,0.006740541,0.962655021,0.018220105,0.757157759,0.005395092
max,max_sens_spec,0.4420523,694,10000,0.810154645,0.061099316,0.7673,0.060829269,0.318179712,0.037970178,0.189670289,0.026720157,0.379340578,0.053440314,0.189845355,0.061099316,0.577454645,0.022058815,0.864336132,0.006740541,0.962655021,0.018220105,0.757157759,0.005395092
max,max_sorensen,0.67694272,694,10000,0.430459735,0.106751189,0.9456,0.027945035,0.386094565,0.029331526,0.239554677,0.022334543,0.479109353,0.044669086,0.569540265,0.106751189,0.376059735,0.080357949,0.864336132,0.006740541,0.962655021,0.018220105,0.757157759,0.005395092
max,sensitivity,0.32173264,694,10000,0.896135494,0.002404475,0.6376,0.024047869,0.251875897,0.014851573,0.144149792,0.009749126,0.288299585,0.019498252,0.103864506,0.002404475,0.533735494,0.023086072,0.864336132,0.006740541,0.962655021,0.018220105,0.757157759,0.005395092
max,equal_sens_spec,0.42756118,755,10000,0.849959337,0.015223919,0.85,0.014573092,0.444074407,0.035449726,0.285943854,0.029373371,0.571887708,0.058746742,0.150040663,0.015223919,0.699959337,0.029731503,0.928498115,0.010686825,0.967700125,0.018417462,0.847203085,0.0013332
max,lpt,0.01633835,755,10000,1,0,0.5986,0.075963314,0.277304776,0.036036603,0.161377931,0.024290137,0.322755861,0.048580274,0,0,0.5986,0.075963314,0.928498115,0.010686825,0.967700125,0.018417462,0.847203085,0.0013332
max,max_fpb,0.70774047,755,10000,0.536533103,0.085033456,0.9607,0.018116291,0.522624191,0.061332165,0.355617102,0.056188765,0.711234203,0.11237753,0.463466897,0.085033456,0.497233103,0.077923044,0.928498115,0.010686825,0.967700125,0.018417462,0.847203085,0.0013332
max,max_jaccard,0.70774047,755,10000,0.536533103,0.085033456,0.9607,0.018116291,0.522624191,0.061332165,0.355617102,0.056188765,0.711234203,0.11237753,0.463466897,0.085033456,0.497233103,0.077923044,0.928498115,0.010686825,0.967700125,0.018417462,0.847203085,0.0013332
max,max_sens_spec,0.35021237,755,10000,0.94116714,0.038554504,0.7978,0.041570121,0.411412419,0.047515654,0.259899862,0.038449266,0.519799723,0.076898532,0.05883286,0.038554504,0.73896714,0.016686308,0.928498115,0.010686825,0.967700125,0.018417462,0.847203085,0.0013332
